id,symbol,name,polygon_pos_contract_hash,ethereum_contract_hash,avalanche_contract_hash,solana_contract_hash,circulating_supply,total_supply,max_supply,ath,ath_date,atl,atl_date,last_updated
liquity-usd,LUSD,Liquity USD,0x23001f892c0c82b79303edc9b9033cd190bb21c7,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,NaN,NaN,462486901.342718,462486901.342718,NaN,1.16,2021-04-05T14:47:52.665Z,0.896722,2022-01-27T09:42:06.510Z,2022-02-24T23:13:07.734Z
lisk,LSK,Lisk,NaN,NaN,NaN,NaN,144818773.0,NaN,NaN,34.92,2018-01-07T00:00:00.000Z,0.101672,2017-03-01T00:00:00.000Z,2022-02-24T23:13:03.336Z
litecoin,LTC,Litecoin,NaN,NaN,NaN,NaN,69712220.7334713,84000000.0,84000000.0,410.26,2021-05-10T03:13:07.904Z,1.15,2015-01-14T00:00:00.000Z,2022-02-24T23:13:23.874Z
livepeer,LPT,Livepeer,NaN,0x58b6a8a3302369daec383334672404ee733ab239,NaN,NaN,24918514.3779414,24918514.3779414,24918514.3779414,99.03,2021-11-09T16:58:44.554Z,0.354051,2019-10-26T22:59:09.500Z,2022-02-24T23:14:05.974Z
looksrare,LOOKS,LooksRare,NaN,0xf4d2888d29d722226fafa5d9b24f9164c092421e,NaN,NaN,245569744.03287658,393813040.0,1000000000.0,7.1,2022-01-20T19:30:02.255Z,0.816642,2022-02-24T05:49:25.980Z,2022-02-24T23:13:15.261Z
loopring,LRC,Loopring,NaN,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,NaN,NaN,1245991468.94246,1373873440.44246,1374513896.0,3.75,2021-11-10T14:59:53.164Z,0.01963893,2019-12-18T13:14:41.553Z,2022-02-24T23:14:13.976Z
lukso-token,LYXE,LUKSO Token,NaN,0xa8b919680258d369114910511cc87595aec0be6d,NaN,NaN,15205915.708856644,100000000.0,100000000.0,41.18,2021-11-04T07:31:04.430Z,0.203056,2020-07-18T10:14:36.612Z,2022-02-24T23:13:39.767Z
magic-internet-money,MIM,Magic Internet Money,0x49a0400587a7f65072c87c4910449fdcc5c47242,0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,0x130966628846bfd36ff31a822705796e8cb8c18d,NaN,2785296692.97944,2785296692.97944,NaN,1.041,2021-10-06T13:25:17.751Z,0.919196,2021-12-04T05:29:56.806Z,2022-02-24T23:14:05.480Z
maidsafecoin,MAID,MaidSafeCoin,NaN,NaN,NaN,NaN,452552412.0,452552412.0,NaN,1.37,2021-04-12T14:04:59.247Z,0.011107,2014-05-22T00:00:00.000Z,2022-02-24T23:12:09.871Z
maker,MKR,Maker,NaN,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0x88128fd4b259552a9a1d457f435a6527aab72d42,NaN,901310.9472893132,977631.036950888,1005577.0,6292.31,2021-05-03T21:54:29.333Z,168.36,2020-03-16T20:52:36.527Z,2022-02-24T23:13:51.395Z
mango-markets,MNGO,Mango,NaN,NaN,NaN,MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac,1022978000.0,5000000000.0,5000000000.0,0.498845,2021-09-09T18:12:55.685Z,0.141529,2022-02-03T12:30:05.313Z,2022-02-24T23:12:53.533Z
mask-network,MASK,Mask Network,0x2b9e7ccdf0f4e5b24757c1e1a80e311e34cb10c7,0x69af81e73a73b40adf4f3d4223cd9b1ece623074,NaN,NaN,47229163.0,100000000.0,100000000.0,41.45,2021-02-24T17:42:44.637Z,3.01,2021-07-20T05:41:54.872Z,2022-02-24T23:13:40.066Z
matic-network,MATIC,Polygon,0x0000000000000000000000000000000000001010,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,NaN,NaN,6872890164.27,10000000000.0,10000000000.0,2.92,2021-12-27T02:08:34.307Z,0.00314376,2019-05-10T00:00:00.000Z,2022-02-24T23:13:22.197Z
mdex,MDX,Mdex,NaN,NaN,NaN,NaN,858448430.24087,1000000000.0,NaN,10.11,2021-02-22T07:08:38.957Z,0.203187,2022-02-24T07:36:53.531Z,2022-02-24T23:14:18.518Z
medibloc,MED,Medibloc,NaN,NaN,NaN,NaN,5382401140.0,8591975063.70395,NaN,0.351852,2021-04-02T04:29:08.791Z,0.00161437,2020-03-13T02:20:18.722Z,2022-02-24T23:12:19.104Z
metahero,HERO,Metahero,NaN,NaN,NaN,NaN,5163762889.5,9766213274.19587,10000000000.0,0.252021,2021-12-02T00:09:05.991Z,0.00537031,2021-07-13T12:51:45.202Z,2022-02-24T23:13:45.545Z
metis-token,METIS,Metis Token,NaN,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,NaN,NaN,2479789.62,4930000.0,10000000.0,323.54,2022-01-16T20:14:31.709Z,3.45,2021-05-23T17:07:45.384Z,2022-02-24T23:13:21.644Z
milk-alliance,MLK,MiL.k Alliance,NaN,NaN,NaN,NaN,221160744.0,986245419.0,1300000000.0,3.59,2021-04-05T15:10:26.250Z,0.45579,2021-06-22T13:54:09.664Z,2022-02-24T23:14:19.928Z
mimatic,MIMATIC,MAI,0xa3fa99a148fa48d14ed51d610c367c61876997f1,NaN,0x3b55e45fd6bd7d4724f5c47e0d1bcaedd059263e,9mWRABuz2x6koTPCWiCPM49WUbcrNqGTHBV9T9k7y1o7,259670316.018989,259670316.018989,NaN,1.35,2021-05-29T21:51:31.732Z,0.809109,2022-01-24T14:55:16.883Z,2022-02-24T23:14:06.648Z
mina-protocol,MINA,Mina Protocol,NaN,NaN,NaN,NaN,387020257.840039,895923532.840039,NaN,9.09,2021-06-01T01:42:37.064Z,0.925536,2021-07-21T02:30:02.124Z,2022-02-24T23:13:53.438Z
mobox,MBOX,Mobox,NaN,NaN,NaN,NaN,117907557.0,386295848.36982,1000000000.0,15.44,2021-12-01T05:07:30.486Z,0.492637,2021-06-22T13:57:49.433Z,2022-02-24T23:13:25.413Z
monero,XMR,Monero,NaN,NaN,NaN,NaN,18083912.4521394,NaN,NaN,542.33,2018-01-09T00:00:00.000Z,0.216177,2015-01-14T00:00:00.000Z,2022-02-24T23:14:07.564Z
moonbeam,GLMR,Moonbeam,NaN,NaN,NaN,NaN,184321503.0,1008834674.0,NaN,19.5,2022-01-11T14:57:46.115Z,1.9,2022-02-24T05:48:59.452Z,2022-02-24T23:14:04.922Z
moonriver,MOVR,Moonriver,NaN,NaN,NaN,NaN,3216661.0,10270520.0,10270520.0,494.26,2021-09-11T11:40:35.912Z,55.3,2022-02-24T07:40:03.867Z,2022-02-24T23:14:05.103Z
msol,MSOL,Marinade staked SOL,NaN,NaN,NaN,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,6430997.0,6430997.0,6430997.0,3541.84,2021-08-23T22:16:35.076Z,42.4,2021-08-30T10:27:09.425Z,2022-02-24T23:08:47.693Z
multichain,MULTI,Multichain,0x9fb9a33956351cf4fa040f65a13b835a3c8764e3,0x65ef703f5594d2573eb71aaf55bc0cb548492df4,0x9fb9a33956351cf4fa040f65a13b835a3c8764e3,NaN,18363292.6,100000000.0,NaN,33.64,2022-01-14T12:30:34.074Z,10.83,2022-02-24T13:44:35.779Z,2022-02-24T23:13:37.369Z
mxc,MXC,MXC,NaN,0x5ca381bbfb58f0092df149bd3d243b08b9a8386e,NaN,NaN,2437203515.4925466,2664965801.0,NaN,0.133537,2022-01-19T12:50:35.384Z,0.001109,2019-11-25T05:42:37.653Z,2022-02-24T23:13:48.487Z
mx-token,MX,MX Token,NaN,0x11eef04c884e24d9b7b4760e7476d06ddf797f36,NaN,NaN,99999999.9997,450000000.0,NaN,3.7,2021-12-02T00:59:40.216Z,0.04218457,2019-11-25T05:59:45.392Z,2022-02-24T23:13:24.104Z
nano,XNO,Nano,NaN,NaN,NaN,NaN,133248290.0,133248290.0,NaN,33.69,2018-01-02T00:00:00.000Z,0.026179,2017-07-16T00:00:00.000Z,2022-02-24T23:13:54.205Z
near,NEAR,Near,NaN,NaN,NaN,NaN,640168487.773631,1000000000.0,1000000000.0,20.44,2022-01-16T22:09:45.873Z,0.526762,2020-11-04T16:09:15.137Z,2022-02-24T23:14:06.659Z
nem,XEM,NEM,NaN,NaN,NaN,NaN,8999999999.0,8999999999.0,NaN,1.87,2018-01-07T00:00:00.000Z,8.482e-05,2015-09-05T00:00:00.000Z,2022-02-24T23:14:26.719Z
neo,NEO,NEO,NaN,NaN,NaN,NaN,70530000.0,100000000.0,NaN,198.38,2018-01-15T00:00:00.000Z,0.078349,2016-10-21T00:00:00.000Z,2022-02-24T23:13:14.746Z
nervos-network,CKB,Nervos Network,NaN,NaN,NaN,NaN,29892998503.5923,NaN,NaN,0.04370633,2021-03-31T17:08:59.155Z,0.00248711,2020-03-13T02:22:31.662Z,2022-02-24T23:13:52.712Z
neutrino,USDN,Neutrino USD,NaN,0x674c6ad92fd080e4004b2312b45f796a192d27a0,NaN,NaN,469167387.810971,469166763.375317,NaN,2.52,2021-03-17T18:34:56.998Z,0.793625,2020-03-13T03:39:36.364Z,2022-02-24T23:13:27.788Z
nexo,NEXO,NEXO,NaN,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,NaN,NaN,560000010.0064,1000000000.0,1000000000.0,4.07,2021-05-12T14:37:47.535Z,0.04515276,2018-09-13T00:00:00.000Z,2022-02-24T23:13:20.729Z
nucypher,NU,NuCypher,NaN,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,NaN,NaN,754798150.0048356,3885390081.74825,3885390081.74825,2.61,2021-10-15T08:50:14.799Z,0.062214,2020-11-27T03:03:31.701Z,2022-02-24T23:14:03.187Z
numeraire,NMR,Numeraire,NaN,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,NaN,NaN,5916894.7325217,10969923.3914776,11000000.0,93.15,2021-05-16T10:29:06.362Z,2.06,2018-11-27T00:00:00.000Z,2022-02-24T23:14:05.959Z
nxm,NXM,Nexus Mutual,NaN,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,NaN,NaN,6887755.55690608,6887755.55690608,6887755.55690608,185.97,2021-11-10T15:14:14.418Z,6.96,2020-07-22T19:54:06.406Z,2022-02-24T19:31:44.937Z
oasis-network,ROSE,Oasis Network,NaN,NaN,NaN,NaN,3490000000.0,10000000000.0,10000000000.0,0.597347,2022-01-15T03:31:11.062Z,0.03200566,2020-11-26T17:09:12.182Z,2022-02-24T23:13:54.803Z
ocean-protocol,OCEAN,Ocean Protocol,NaN,0x967da4048cd07ab37855c090aaf366e4ce1b9f48,NaN,NaN,434026836.76781356,613099141.0,NaN,1.93,2021-04-10T09:24:58.915Z,0.01284832,2019-08-11T00:00:00.000Z,2022-02-24T23:13:50.537Z
oec-token,OKT,OEC Token,NaN,NaN,NaN,NaN,15002122.0,15001904.5,41690000.0,250.53,2021-05-10T03:09:56.045Z,32.07,2022-02-24T05:45:28.036Z,2022-02-24T23:13:55.873Z
okb,OKB,OKB,NaN,0x75231f58b43240c9718dd58b4967c5114342a86c,NaN,NaN,262680011.32,300000000.0,NaN,44.01,2021-05-03T01:03:16.108Z,0.580608,2019-01-14T00:00:00.000Z,2022-02-24T23:13:40.620Z
olympus,OHM,Olympus,NaN,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,NaN,NaN,11459396.354971359,12350403.0705542,12350403.0705542,1415.26,2021-04-25T00:00:00.000Z,44.79,2022-02-24T13:09:56.158Z,2022-02-24T23:13:51.429Z
omisego,OMG,OMG Network,NaN,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,NaN,NaN,140245398.245133,140245398.245133,140245398.245133,25.62,2018-01-13T00:00:00.000Z,0.350917,2020-03-13T02:30:10.072Z,2022-02-24T23:13:23.462Z
ontology,ONT,Ontology,NaN,NaN,NaN,NaN,875249524.0,1000000000.0,NaN,10.92,2018-05-03T01:43:05.844Z,0.23237,2020-03-13T02:20:48.548Z,2022-02-24T23:14:14.841Z
orbs,ORBS,Orbs,0x614389eaae0a6821dc49062d56bda3d9d45fa2ff,0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa,NaN,NaN,2894109620.784467,10000000000.0,NaN,0.360443,2021-03-16T10:14:34.928Z,0.00469039,2019-12-20T09:02:40.254Z,2022-02-24T23:12:32.044Z
origin-dollar,OUSD,Origin Dollar,NaN,0x2a8e1e676ec238d8a992307b495b45b3feaa5e86,NaN,NaN,179998654.054979,179998654.054979,179998654.054979,7.46,2021-05-18T18:43:44.666Z,0.145538,2020-11-17T05:38:41.319Z,2022-02-24T23:13:52.042Z
origintrail,TRAC,OriginTrail,NaN,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,NaN,NaN,368284563.9797495,500000000.0,NaN,3.5,2021-11-03T18:09:57.627Z,0.00385262,2020-03-13T02:24:12.031Z,2022-02-24T23:14:04.853Z
osmosis,OSMO,Osmosis,NaN,NaN,NaN,NaN,305478068.0,325000000.0,1000000000.0,10.96,2022-01-17T00:50:05.775Z,1.24,2021-07-20T10:21:24.662Z,2022-02-24T23:14:08.919Z
pancakeswap-token,CAKE,PancakeSwap,NaN,NaN,NaN,NaN,270979892.282801,NaN,NaN,43.96,2021-04-30T10:08:22.934Z,0.194441,2020-11-03T14:29:34.165Z,2022-02-24T23:14:11.711Z
pax-gold,PAXG,PAX Gold,NaN,0x45804880de22913dafe09f4980848ece6ecbaf78,NaN,NaN,241660.482,241660.482,NaN,2241.37,2021-05-17T19:02:29.657Z,1399.64,2019-11-18T03:09:35.959Z,2022-02-24T23:13:31.837Z
paxos-standard,USDP,Pax Dollar,NaN,0x8e870d67f660d95d5be530380d0ec0bd388289e1,NaN,NaN,1018457328.26,1018457328.26,NaN,1.13,2018-10-15T07:09:12.459Z,0.863529,2021-05-19T13:14:42.046Z,2022-02-24T23:14:29.622Z
perpetual-protocol,PERP,Perpetual Protocol,NaN,0xbc396689893d065f41bc2c6ecbee5e0085233447,NaN,NaN,64262725.91986427,150000000.0,150000000.0,24.4,2021-08-30T15:06:09.177Z,0.669544,2020-11-19T05:18:13.592Z,2022-02-24T23:14:06.188Z
persistence,XPRT,Persistence,NaN,NaN,NaN,NaN,80893580.813011,129930209.635019,403308352.0,16.59,2021-05-15T07:34:28.920Z,2.37,2021-04-18T04:29:44.015Z,2022-02-24T23:12:43.340Z
pirate-chain,ARRR,Pirate Chain,NaN,NaN,NaN,NaN,190456789.96785,200000000.0,NaN,16.76,2021-04-23T18:13:27.423Z,0.00797788,2020-11-26T02:10:52.806Z,2022-02-24T23:12:18.345Z
playdapp,PLA,PlayDapp,0x8765f05adce126d70bcdf1b0a48db573316662eb,0x3a4f40631a4f906c2bad353ed06de7a5d3fcb430,NaN,NaN,302211852.0,700000000.0,NaN,3.74,2021-10-31T01:43:56.805Z,0.093206,2021-06-22T13:53:57.916Z,2022-02-24T23:13:27.091Z
plex,PLEX,PLEX,NaN,NaN,NaN,NaN,240056481.258857,414720000.0,NaN,2.45,2021-11-01T07:20:38.415Z,0.19839,2021-01-05T02:00:16.826Z,2022-02-24T23:13:39.902Z
pocket-network,POKT,Pocket Network,NaN,NaN,NaN,NaN,781962441.828189,945346647.866013,NaN,3.11,2022-01-16T07:15:26.325Z,0.694021,2022-02-24T10:34:43.329Z,2022-02-24T23:11:46.900Z
polkadot,DOT,Polkadot,NaN,NaN,NaN,NaN,1087616285.61647,1168564577.66646,NaN,54.98,2021-11-04T14:10:09.301Z,2.7,2020-08-20T05:48:11.359Z,2022-02-24T23:14:24.074Z
polymath,POLY,Polymath,NaN,0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,NaN,NaN,898550829.6745886,1000000000.0,NaN,1.59,2018-02-20T00:00:00.000Z,0.01100606,2020-03-13T02:22:30.088Z,2022-02-24T23:13:45.741Z
power-ledger,POWR,Power Ledger,NaN,0x595832f8fc6bf59c85c527fec3740a1b7a361269,NaN,NaN,429712891.919905,1000000000.0,NaN,1.89,2018-01-07T00:00:00.000Z,0.03262537,2020-03-13T02:22:32.160Z,2022-02-24T23:14:06.978Z
pundi-x-2,PUNDIX,Pundi X,NaN,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,NaN,NaN,258470713.099924,258470713.099924,258470713.099924,10.07,2021-03-31T06:39:32.892Z,0.60317,2021-06-22T14:01:09.171Z,2022-02-24T23:13:41.057Z
qtum,QTUM,Qtum,NaN,NaN,NaN,NaN,104056932.0,107822406.0,NaN,100.22,2018-01-06T00:00:00.000Z,0.783142,2020-03-13T02:22:57.149Z,2022-02-24T23:14:05.611Z
quant-network,QNT,Quant,NaN,0x4a220e6096b25eadb88358cb44068a3248254675,NaN,NaN,13413953.469289193,14612493.0,14612493.0,427.42,2021-09-11T09:15:00.668Z,0.215773,2018-08-23T00:00:00.000Z,2022-02-24T23:13:26.327Z
radicle,RAD,Radicle,NaN,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,NaN,NaN,41232321.919733986,99998710.0,100000000.0,27.61,2021-04-15T23:53:08.210Z,3.79,2021-07-08T00:43:33.564Z,2022-02-24T23:14:05.421Z
radio-caca,RACA,Radio Caca,NaN,0x12bb890508c125661e03b09ec06e404bc9289040,NaN,NaN,196020041774.389,432955500084.0,NaN,0.01191986,2021-11-14T09:16:57.279Z,0.00012481,2021-08-20T13:09:26.512Z,2022-02-24T23:13:45.664Z
radix,XRD,Radix,NaN,NaN,NaN,NaN,9781165618.1546,12181142623.6384,24000000000.0,0.651264,2021-11-14T16:09:27.130Z,0.086235,2021-09-13T04:50:07.104Z,2022-02-24T23:13:03.368Z
rally-2,RLY,Rally,NaN,0xf1f955016ecbcd7321c7266bccfb96c68ea5e49b,NaN,NaN,2462747327.471474,15000000000.0,15000000000.0,1.4,2021-03-31T19:48:43.422Z,0.04571443,2020-11-26T15:04:45.670Z,2022-02-24T23:13:38.037Z
rari-governance-token,RGT,Rari Governance Token,NaN,0xd291e7a03283640fdc51b121ac401383a46cc623,NaN,NaN,11255496.233072856,12485047.9944349,12485047.9944349,64.62,2021-11-05T02:35:18.635Z,0.213385,2020-11-05T19:59:44.138Z,2022-02-24T23:13:23.965Z
ravencoin,RVN,Ravencoin,NaN,NaN,NaN,NaN,10473290000.0,21000000000.0,NaN,0.285218,2021-02-20T11:19:07.791Z,0.00893232,2020-03-13T02:30:00.004Z,2022-02-24T23:13:03.014Z
raydium,RAY,Raydium,NaN,NaN,NaN,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,84917799.795663,555000000.0,555000000.0,16.83,2021-09-12T20:20:23.998Z,2.36,2022-02-24T13:10:45.694Z,2022-02-24T23:14:06.748Z
reef-finance,REEF,Reef Finance,NaN,0xfe3e6a25e6b192a42a44ecddcd13796471735acf,NaN,NaN,18280715935.0,15934019762.0,20000000000.0,0.05746,2021-03-15T04:19:41.758Z,0.00668142,2021-01-13T05:58:48.590Z,2022-02-24T23:14:20.541Z
renbtc,RENBTC,renBTC,0xdbf31df14b66535af65aac99c32e9ea844e14501,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,NaN,NaN,16304.18419616,16304.18419616,16304.18419616,68977.0,2021-11-10T14:26:20.068Z,8877.48,2020-06-27T19:54:44.712Z,2022-02-24T23:13:48.443Z
render-token,RNDR,Render Token,0x61299774020da444af134c82fa83e3810b309991,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,NaN,NaN,154278922.01806068,523997878.908783,523997878.908783,8.78,2021-11-21T10:03:19.097Z,0.03665669,2020-06-16T13:22:25.900Z,2022-02-24T23:14:11.486Z
republic-protocol,REN,REN,NaN,0x408e41876cccdc0f92210600ef50372656052a38,NaN,NaN,1000000000.0,1000000000.0,1000000000.0,1.8,2021-02-20T00:17:32.664Z,0.01548,2019-02-25T00:00:00.000Z,2022-02-24T23:13:43.878Z
request-network,REQ,Request,NaN,0x8f8221afbb33998d8584a2b05749ba73c37a938a,NaN,NaN,775024769.1965098,999876008.851911,1000000000.0,1.059,2018-01-06T00:00:00.000Z,0.00454707,2020-03-13T02:24:34.541Z,2022-02-24T23:13:34.247Z
reserve-rights-token,RSR,Reserve Rights Token,NaN,0x320623b8e4ff03373931769a31fc52a4e78b5d70,NaN,NaN,13157802676.898,100000000000.0,100000000000.0,0.117424,2021-04-16T17:45:02.062Z,0.00121354,2020-03-16T11:09:08.151Z,2022-02-24T23:14:05.247Z
ripple,XRP,XRP,NaN,NaN,NaN,NaN,47949281138.0,100000000000.0,100000000000.0,3.4,2018-01-07T00:00:00.000Z,0.00268621,2014-05-22T00:00:00.000Z,2022-02-24T23:12:30.449Z
rocket-pool,RPL,Rocket Pool,NaN,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,NaN,NaN,16191801.0,18000000.0,18000000.0,59.46,2021-11-09T04:03:31.003Z,0.00884718,2018-08-28T00:00:00.000Z,2022-02-24T23:13:44.949Z
ronin,RON,Ronin,NaN,NaN,NaN,NaN,148339298.0,1000000000.0,1000000000.0,4.29,2022-01-27T13:14:36.500Z,1.74,2022-02-24T13:32:55.417Z,2022-02-24T23:12:27.476Z
safemoon,SAFEMOON,SafeMoon [OLD],NaN,NaN,NaN,NaN,0.0,1000000000000000.0,NaN,1.094e-05,2021-05-11T20:32:53.513Z,4.436e-08,2021-03-14T19:51:56.741Z,2022-02-24T23:14:05.658Z
safemoon-2,SFM,SafeMoon,NaN,NaN,NaN,NaN,566030534486.8794,1000000000000.0,NaN,0.00338272,2022-01-05T17:56:02.772Z,0.00037088,2022-01-09T05:01:20.933Z,2022-02-24T23:11:48.945Z
sapphire,SAPP,Sapphire,NaN,NaN,NaN,NaN,816795079.62905,3000000000.0,NaN,4.36,2019-05-27T10:08:25.959Z,7.194e-05,2019-12-02T06:14:42.884Z,2022-02-24T23:12:31.631Z
secret,SCRT,Secret,NaN,NaN,NaN,NaN,164214537.0,190198234.0,NaN,10.38,2021-10-28T12:44:49.785Z,0.255219,2020-11-03T06:12:33.048Z,2022-02-24T23:14:05.844Z
serum,SRM,Serum,NaN,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,NaN,SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt,133231781.36,1092844982.31,10161000000.0,13.78,2021-09-11T02:45:47.994Z,0.109876,2020-08-11T13:32:04.611Z,2022-02-24T23:14:05.015Z
shiba-inu,SHIB,Shiba Inu,NaN,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,NaN,NaN,549147046210829.4,1000000000000000.0,NaN,8.616e-05,2021-10-28T03:54:55.568Z,5.6e-11,2020-11-28T11:26:25.838Z,2022-02-24T23:13:34.091Z
siacoin,SC,Siacoin,NaN,NaN,NaN,NaN,50211075000.0,NaN,NaN,0.092868,2018-01-06T00:00:00.000Z,1.262e-05,2015-12-28T00:00:00.000Z,2022-02-24T23:13:58.334Z
skale,SKL,SKALE,NaN,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,NaN,NaN,3216225835.0,4620755683.99624,7000000000.0,1.22,2021-03-12T05:14:18.439Z,0.060829,2020-12-23T22:31:29.345Z,2022-02-24T23:13:59.733Z
smooth-love-potion,SLP,Smooth Love Potion,NaN,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,NaN,NaN,35719069168.0,NaN,NaN,0.399727,2021-07-13T10:04:32.975Z,0.00312759,2020-06-20T10:23:48.171Z,2022-02-24T23:14:16.970Z
solana,SOL,Solana,NaN,NaN,NaN,NaN,319929915.609258,508180963.57,NaN,259.96,2021-11-06T21:54:35.825Z,0.500801,2020-05-11T19:35:23.449Z,2022-02-24T23:14:16.695Z
songbird,SGB,Songbird,NaN,NaN,NaN,NaN,7664026767.226,15641095890.411,NaN,0.71334,2021-09-30T06:32:35.621Z,0.04750263,2022-02-24T06:11:58.851Z,2022-02-24T23:13:23.489Z
spell-token,SPELL,Spell Token,NaN,0x090185f2135308bad17527004364ebcc2d37e5f6,0xce1bffbd5374dac86a2893119683f4911a2f7814,NaN,83488340369.4341,196008739620.0,210000000000.0,0.03506357,2021-11-02T08:44:42.429Z,0.00029812,2021-08-05T13:00:27.077Z,2022-02-24T23:13:56.872Z
spookyswap,BOO,Spookyswap,NaN,0x55af5865807b196bd0197e0902746f31fbccfa58,0xbd83010eb60f12112908774998f65761cf9f6f9a,NaN,8755938.18358728,5739882.321973,13666000.0,39.97,2022-01-16T20:20:02.740Z,0.317649,2021-08-11T12:31:05.780Z,2022-02-24T23:13:52.794Z
staked-ether,STETH,Lido Staked Ether,NaN,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,NaN,NaN,1972343.38043062,1972343.38043062,1972343.38043062,4829.57,2021-11-10T14:40:47.256Z,482.9,2020-12-22T04:08:21.854Z,2022-02-24T23:13:18.480Z
starlink,STARL,StarLink,NaN,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,NaN,NaN,9979172029858.488,10000000000000.0,NaN,8.821e-05,2021-11-25T10:19:49.634Z,1.48142e-07,2021-07-01T22:57:44.002Z,2022-02-24T23:14:15.927Z
status,SNT,Status,NaN,0x744d70fdbe2ba4cf95131626614a1763df805b9e,NaN,NaN,3880483788.3096976,6804870174.0,NaN,0.684918,2018-01-03T00:00:00.000Z,0.00592935,2020-03-13T02:10:36.877Z,2022-02-24T23:13:32.919Z
stellar,XLM,Stellar,NaN,NaN,NaN,NaN,24932212834.4043,50001802161.4346,50001802161.4346,0.875563,2018-01-03T00:00:00.000Z,0.00047612,2015-03-05T00:00:00.000Z,2022-02-24T23:14:26.139Z
superfarm,SUPER,SuperFarm,0xa1428174f516f527fafdd146b883bb4428682737,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,NaN,NaN,287331878.416917,999998077.416917,999998077.416917,4.74,2021-03-31T07:38:55.006Z,0.285633,2021-06-22T14:10:48.281Z,2022-02-24T23:13:50.022Z
sushi,SUSHI,Sushi,0x0b3f868e0be5597d5db7feb59e1cadbb0fdda50a,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x37b608519f91f70f2eeb0e5ed9af4061722e4f76,ChVzxWRmrTeSgwd3Ui3UumcN8KX7VK3WaD4KGeSKpypj,192789255.8554817,240546769.990225,250000000.0,23.38,2021-03-13T23:44:36.774Z,0.475381,2020-11-04T14:53:53.560Z,2022-02-24T23:13:29.646Z
swipe,SXP,Swipe,NaN,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,NaN,NaN,194568788.739135,285368788.739135,285368788.739135,5.79,2021-05-03T15:29:39.372Z,0.161303,2020-03-18T13:24:48.021Z,2022-02-24T23:14:11.155Z
swissborg,CHSB,SwissBorg,NaN,0xba9d4199fab4f26efe3551d490e3821486f135ba,NaN,NaN,951754603.4742761,1000000000.0,NaN,1.64,2021-05-04T17:14:50.120Z,0.00502687,2019-07-28T00:00:00.000Z,2022-02-24T23:13:17.236Z
synapse-2,SYN,Synapse,0xf8f9efc0db77d8881500bb06ff5d6abc3070e695,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x1f1e7c893855525b303f99bdf5c3c05be09ca251,NaN,175809734.90847,NaN,250000000.0,4.92,2021-10-24T00:24:41.805Z,0.3896,2021-09-21T21:19:58.123Z,2022-02-24T23:12:45.043Z
syscoin,SYS,Syscoin,NaN,NaN,NaN,NaN,633804738.955884,888000000.0,NaN,1.3,2022-01-02T04:08:51.334Z,0.00020971,2015-02-22T00:00:00.000Z,2022-02-24T23:14:02.810Z
telcoin,TEL,Telcoin,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x467bccd9d29f223bce8043b84e8c8b282827790f,NaN,NaN,61355879320.06,100000000000.0,NaN,0.064483,2021-05-11T00:32:24.043Z,6.474e-05,2020-03-13T02:24:47.992Z,2022-02-24T23:12:27.028Z
